지역,차종,제조사,모델명,국비(만원),지방비(만원),보조금(만원),전환지원금국비(만원),전환지원금지방비(만원)
경북,일반승용,현대자동차,더 뉴 아이오닉5 2WD 스탠다드 19인치,483,497,980,97,29
경북,일반승용,현대자동차,더 뉴 아이오닉5 AWD 롱레인지 19인치,558,574,"1,132",100,30
경북,일반승용,현대자동차,더 뉴 아이오닉5 AWD 롱레인지 20인치,532,547,"1,079",100,30
경북,일반승용,현대자동차,더 뉴 아이오닉5 AWD 롱레인지 N라인 20인치,510,525,"1,035",100,30
경북,일반승용,현대자동차,더 뉴 아이오닉6 2WD 롱레인지 18인치,570,587,"1,157",100,30
경북,일반승용,현대자동차,더 뉴 아이오닉6 2WD 롱레인지 20인치,570,587,"1,157",100,30
경북,일반승용,현대자동차,더 뉴 아이오닉6 2WD 롱레인지 N라인 20인치,570,587,"1,157",100,30
경북,일반승용,현대자동차,더 뉴 아이오닉6 2WD 스탠다드 18인치,560,576,"1,136",100,30
경북,일반승용,현대자동차,더 뉴 아이오닉6 AWD 롱레인지 18인치,570,587,"1,157",100,30
경북,일반승용,현대자동차,더 뉴 아이오닉6 AWD 롱레인지 20인치,553,569,"1,122",100,30
경북,일반승용,현대자동차,더 뉴 아이오닉6 AWD 롱레인지 N라인 20인치,537,553,"1,090",100,30
경북,일반승용,현대자동차,스타리아 라운지 일렉트릭 7인승,229,235,464,46,14
경북,일반승용,현대자동차,스타리아 리무진 일렉트릭 6인승,229,235,464,46,14
경북,일반승용,현대자동차,아이오닉6 N,250,257,507,50,15
경북,일반승용,현대자동차,아이오닉9 성능형 AWD,272,280,552,54,16
경북,일반승용,현대자동차,아이오닉9 항속형 2WD,274,282,556,55,17
경북,일반승용,현대자동차,아이오닉9 항속형 AWD,271,279,550,54,16
경북,경·소형,현대자동차,캐스퍼 일렉트릭 기본형 15인치,490,553,"1,043",98,29
경북,경·소형,현대자동차,캐스퍼 일렉트릭 크로스 17인치,487,550,"1,037",97,29
경북,경·소형,현대자동차,캐스퍼 일렉트릭 항속형 15인치,490,553,"1,043",98,29
경북,경·소형,현대자동차,캐스퍼 일렉트릭 항속형 17인치(라운지포함),490,553,"1,043",98,29
경북,일반승용,현대자동차,코나 일렉트릭 2WD 롱레인지 17인치,514,529,"1,043",100,30
경북,일반승용,현대자동차,코나 일렉트릭 2WD 롱레인지 17인치 빌트인 캠 미적용,514,529,"1,043",100,30
경북,일반승용,현대자동차,코나 일렉트릭 2WD 롱레인지 19인치,459,472,931,92,28
경북,일반승용,현대자동차,코나 일렉트릭 2WD 스탠다드 17인치,437,450,887,87,26
경북,일반승용,BMW,MINI Aceman E,400,412,812,80,24
경북,일반승용,BMW,MINI Aceman SE,400,412,812,80,24
경북,일반승용,BMW,MINI Cooper SE,396,407,803,79,24
경북,일반승용,BMW,MINI Countryman E,217,223,440,43,13
경북,일반승용,BMW,MINI Countryman SE ALL4,203,209,412,41,12
경북,일반승용,BMW,MINI JCW Aceman E,197,202,399,39,12
경북,일반승용,BMW,MINI JCW E,191,196,387,38,11
경북,일반승용,BMW,i4 M60 LCI (71HD),233,239,472,47,14
경북,일반승용,BMW,i4 eDrive 40 LCI(21HD),244,251,495,49,15
경북,일반승용,BMW,i4 eDrive 40 LCI(61HD),256,263,519,51,15
경북,일반승용,BMW,i5 eDrive 40,262,269,531,52,16
경북,일반승용,BMW,iX1 eDrive20,212,218,430,42,13
경북,일반승용,BMW,iX1 xDrive30,192,197,389,38,11
경북,일반승용,BMW,iX2 eDrive20,214,220,434,43,13
경북,일반승용,BMW,iX3 50 xDrive,275,283,558,55,17
경북,일반승용,기아,EV3 GT,248,255,503,50,15
경북,일반승용,기아,EV3 롱레인지 2WD 17인치,555,571,"1,126",100,30
경북,일반승용,기아,EV3 롱레인지 2WD 19인치,555,571,"1,126",100,30
경북,일반승용,기아,EV3 롱레인지 4WD 19인치,539,555,"1,094",100,30
경북,일반승용,기아,EV3 스탠다드 2WD,469,483,952,94,28
경북,일반승용,기아,EV4 GT,255,262,517,51,15
경북,일반승용,기아,EV4 롱레인지 2WD 17인치,555,571,"1,126",100,30
경북,일반승용,기아,EV4 롱레인지 2WD 19인치,555,571,"1,126",100,30
경북,일반승용,기아,EV4 롱레인지 4WD 19인치,554,570,"1,124",100,30
경북,일반승용,기아,EV4 롱레인지 GTL 2WD 19인치,555,571,"1,126",100,30
경북,일반승용,기아,EV4 스탠다드 2WD 17인치,512,527,"1,039",100,30
경북,일반승용,기아,EV4 스탠다드 2WD 19인치,481,495,976,96,29
경북,일반승용,기아,EV5 GT,232,238,470,46,14
경북,일반승용,기아,EV5 롱레인지 2WD,552,568,"1,120",100,30
경북,일반승용,기아,EV5 롱레인지 4WD 18인치,499,513,"1,012",100,30
경북,일반승용,기아,EV5 롱레인지 4WD 19인치,493,507,"1,000",99,30
경북,일반승용,기아,EV9 GT,245,252,497,49,15
경북,일반승용,기아,EV9 롱레인지 2WD 19인치,270,278,548,54,16
경북,일반승용,기아,EV9 롱레인지 2WD 20인치,268,276,544,54,16
경북,일반승용,기아,EV9 롱레인지 4WD 19인치,254,261,515,51,15
경북,일반승용,기아,EV9 롱레인지 4WD 21인치,260,267,527,52,16
경북,일반승용,기아,EV9 롱레인지 GTL 4WD 21인치,252,259,511,50,15
경북,일반승용,기아,EV9 스탠다드,237,244,481,47,14
경북,일반승용,기아,PV5 패신저 5인승 롱레인지,458,471,929,92,28
경북,일반승용,기아,Pv5 WAV(비용 미지원),648,667,"1,315",100,30
경북,일반승용,기아,Pv5 WAV(비용 지원),448,461,909,90,27
경북,일반승용,기아,(단종)The all-new Kia Niro EV,489,0,489,98,29
경북,일반승용,기아,더뉴EV6 롱레인지 2WD 19인치,570,587,"1,157",100,30
경북,일반승용,기아,더뉴EV6 롱레인지 2WD 20인치,559,575,"1,134",100,30
경북,일반승용,기아,더뉴EV6 롱레인지 4WD 19인치,561,577,"1,138",100,30
경북,일반승용,기아,더뉴EV6 롱레인지 4WD 20인치,532,547,"1,079",100,30
경북,일반승용,기아,더뉴EV6 스탠다드,501,516,"1,017",100,30
경북,경·소형,기아,레이 EV 2WD 14인치 1인승 밴,457,516,973,91,27
경북,경·소형,기아,레이 EV 2WD 14인치 2인승 밴,457,516,973,91,27
경북,경·소형,기아,레이 EV 2WD 14인치 4인승 승용,457,516,973,91,27
경북,일반승용,메르세데스벤츠코리아,EQA 250(Facelift),190,195,385,38,11
경북,일반승용,메르세데스벤츠코리아,EQB 300 4MATIC(Facelift),154,158,312,31,9
경북,일반승용,메르세데스벤츠코리아,EQB 300 4MATIC(Facelift)(CY25/2),162,166,328,32,10
경북,일반승용,볼보자동차코리아,볼보 EX30 Single Motor ER,247,254,501,49,15
경북,일반승용,볼보자동차코리아,볼보 EX30CC Twin Motor Perf,222,228,450,44,13
경북,일반승용,비와이디코리아,(단종)BYD ATTO 3,126,129,255,25,8
경북,일반승용,비와이디코리아,(단종)BYD DOLPHIN,109,112,221,22,7
경북,일반승용,비와이디코리아,(단종)BYD DOLPHIN Active,132,135,267,26,8
경북,일반승용,비와이디코리아,(단종)BYD SEAL,169,174,343,34,10
경북,일반승용,비와이디코리아,(단종)BYD SEAL Dynamic AWD,151,155,306,30,9
경북,일반승용,비와이디코리아,(단종)BYD SEALION 7,152,156,308,30,9
경북,일반승용,케이지모빌리티,토레스 EVX 18인치,354,364,718,71,21
경북,일반승용,케이지모빌리티,토레스 EVX 18인치(2026),361,371,732,72,22
경북,일반승용,케이지모빌리티,토레스 EVX 20인치,344,354,698,69,21
경북,일반승용,케이지모빌리티,토레스 EVX 20인치(2026),354,364,718,71,21
경북,일반승용,케이지모빌리티,(단종)토레스 EVX 2WD 18인치,327,0,327,65,20
경북,일반승용,케이지모빌리티,(단종)토레스 EVX 2WD 20인치,312,0,312,62,19
경북,일반승용,테슬라코리아,Model 3 Performance,200,206,406,40,12
경북,일반승용,테슬라코리아,Model 3 Premium Long Range RWD,420,0,420,84,25
경북,일반승용,테슬라코리아,Model 3 Premium Long Range RWD(5999만원),210,216,426,42,13
경북,일반승용,테슬라코리아,Model 3 RWD,168,173,341,34,10
경북,일반승용,테슬라코리아,Model 3 RWD(2025),168,173,341,34,10
경북,일반승용,테슬라코리아,Model Y L AWD,215,221,436,43,13
경북,일반승용,테슬라코리아,Model Y Long Range(2025),210,216,426,42,13
경북,일반승용,테슬라코리아,Model Y Premium Long Range,210,216,426,42,13
경북,일반승용,테슬라코리아,Model Y Premium RWD,170,175,345,34,10
경북,일반승용,테슬라코리아,Model Y RWD(2025),170,175,345,34,10
경북,일반승용,폭스바겐그룹코리아,ID.4 Pro,432,444,876,86,26
경북,일반승용,폭스바겐그룹코리아,Q4 45 e-tron,206,212,418,41,12
경북,일반승용,폭스바겐그룹코리아,Q4 Sportback 45 e-tron,206,212,418,41,12
경북,일반승용,폭스바겐그룹코리아,(단종)Q6 e-tron performance,220,226,446,44,13
경북,일반승용,폭스바겐그룹코리아,iD.5 Pro,473,487,960,95,29
경북,일반승용,현대자동차,ELECTRIFIED G80,270,278,548,54,16
경북,일반승용,현대자동차,ELECTRIFIED GV70 AWD 19인치,261,268,529,52,16
경북,일반승용,현대자동차,ELECTRIFIED GV70 AWD 20인치,245,252,497,49,15
경북,일반승용,현대자동차,GV60 스탠다드 2WD 19인치,285,293,578,57,17
경북,일반승용,현대자동차,GV60 스탠다드 AWD 19인치,272,280,552,54,16
경북,일반승용,현대자동차,GV60 스탠다드 AWD 20인치,261,268,529,52,16
경북,일반승용,현대자동차,더 뉴 아이오닉5 2WD 롱레인지 19인치,564,580,"1,144",100,30
경북,일반승용,현대자동차,더 뉴 아이오닉5 2WD 롱레인지 19인치 빌트인 캠 미적용,567,584,"1,151",100,30
경북,일반승용,현대자동차,더 뉴 아이오닉5 2WD 롱레인지 20인치,559,575,"1,134",100,30
경북,일반승용,현대자동차,더 뉴 아이오닉5 2WD 롱레인지 N라인 20인치,541,557,"1,098",100,30
경북,일반승용,현대자동차,더 뉴 아이오닉5 2WD 스탠다드 19인치,483,497,980,97,29
경북,일반승용,현대자동차,더 뉴 아이오닉5 AWD 롱레인지 19인치,558,574,"1,132",100,30
경북,일반승용,현대자동차,더 뉴 아이오닉5 AWD 롱레인지 20인치,532,547,"1,079",100,30
경북,일반승용,현대자동차,더 뉴 아이오닉5 AWD 롱레인지 N라인 20인치,510,525,"1,035",100,30
경북,일반승용,현대자동차,더 뉴 아이오닉6 2WD 롱레인지 18인치,570,587,"1,157",100,30
경북,일반승용,현대자동차,더 뉴 아이오닉6 2WD 롱레인지 20인치,570,587,"1,157",100,30
경북,일반승용,현대자동차,더 뉴 아이오닉6 2WD 롱레인지 N라인 20인치,570,587,"1,157",100,30
경북,일반승용,현대자동차,더 뉴 아이오닉6 2WD 스탠다드 18인치,560,576,"1,136",100,30
경북,일반승용,현대자동차,더 뉴 아이오닉6 AWD 롱레인지 18인치,570,587,"1,157",100,30
경북,일반승용,현대자동차,더 뉴 아이오닉6 AWD 롱레인지 20인치,553,569,"1,122",100,30
경북,일반승용,현대자동차,더 뉴 아이오닉6 AWD 롱레인지 N라인 20인치,537,553,"1,090",100,30
경북,일반승용,현대자동차,스타리아 라운지 일렉트릭 7인승,229,235,464,46,14
경북,일반승용,현대자동차,스타리아 리무진 일렉트릭 6인승,229,235,464,46,14
경북,일반승용,현대자동차,아이오닉6 N,250,257,507,50,15
경북,일반승용,현대자동차,아이오닉9 성능형 AWD,272,280,552,54,16
경북,일반승용,현대자동차,아이오닉9 항속형 2WD,274,282,556,55,17
경북,일반승용,현대자동차,아이오닉9 항속형 AWD,271,279,550,54,16
경북,경·소형,현대자동차,캐스퍼 일렉트릭 기본형 15인치,490,553,"1,043",98,29
경북,경·소형,현대자동차,캐스퍼 일렉트릭 크로스 17인치,487,550,"1,037",97,29
경북,경·소형,현대자동차,캐스퍼 일렉트릭 항속형 15인치,490,553,"1,043",98,29
경북,경·소형,현대자동차,캐스퍼 일렉트릭 항속형 17인치(라운지포함),490,553,"1,043",98,29
경북,일반승용,현대자동차,코나 일렉트릭 2WD 롱레인지 17인치,514,529,"1,043",100,30
경북,일반승용,현대자동차,코나 일렉트릭 2WD 롱레인지 17인치 빌트인 캠 미적용,514,529,"1,043",100,30
경북,일반승용,현대자동차,코나 일렉트릭 2WD 롱레인지 19인치,459,472,931,92,28
경북,일반승용,현대자동차,코나 일렉트릭 2WD 스탠다드 17인치,437,450,887,87,26
경북,일반승용,BMW,MINI Aceman E,400,412,812,80,24
경북,일반승용,BMW,MINI Aceman SE,400,412,812,80,24
경북,일반승용,BMW,MINI Cooper SE,396,407,803,79,24
경북,일반승용,BMW,MINI Countryman E,217,223,440,43,13
경북,일반승용,BMW,MINI Countryman SE ALL4,203,209,412,41,12
경북,일반승용,BMW,MINI JCW Aceman E,197,202,399,39,12
경북,일반승용,BMW,MINI JCW E,191,196,387,38,11
경북,일반승용,BMW,i4 M60 LCI (71HD),233,239,472,47,14
경북,일반승용,BMW,i4 eDrive 40 LCI(21HD),244,251,495,49,15
경북,일반승용,BMW,i4 eDrive 40 LCI(61HD),256,263,519,51,15
경북,일반승용,BMW,i5 eDrive 40,262,269,531,52,16
경북,일반승용,BMW,iX1 eDrive20,212,218,430,42,13
경북,일반승용,BMW,iX1 xDrive30,192,197,389,38,11
경북,일반승용,BMW,iX2 eDrive20,214,220,434,43,13
경북,일반승용,BMW,iX3 50 xDrive,275,283,558,55,17
경북,일반승용,기아,EV3 GT,248,255,503,50,15
경북,일반승용,기아,EV3 롱레인지 2WD 17인치,555,571,"1,126",100,30
경북,일반승용,기아,EV3 롱레인지 2WD 19인치,555,571,"1,126",100,30
경북,일반승용,기아,EV3 롱레인지 4WD 19인치,539,555,"1,094",100,30
경북,일반승용,기아,EV3 스탠다드 2WD,469,483,952,94,28
경북,일반승용,기아,EV4 GT,255,262,517,51,15
경북,일반승용,기아,EV4 롱레인지 2WD 17인치,555,571,"1,126",100,30
경북,일반승용,기아,EV4 롱레인지 2WD 19인치,555,571,"1,126",100,30
경북,일반승용,기아,EV4 롱레인지 4WD 19인치,554,570,"1,124",100,30
경북,일반승용,기아,EV4 롱레인지 GTL 2WD 19인치,555,571,"1,126",100,30
경북,일반승용,기아,EV4 스탠다드 2WD 17인치,512,527,"1,039",100,30
경북,일반승용,기아,EV4 스탠다드 2WD 19인치,481,495,976,96,29
경북,일반승용,기아,EV5 GT,232,238,470,46,14
경북,일반승용,기아,EV5 롱레인지 2WD,552,568,"1,120",100,30
경북,일반승용,기아,EV5 롱레인지 4WD 18인치,499,513,"1,012",100,30
경북,일반승용,기아,EV5 롱레인지 4WD 19인치,493,507,"1,000",99,30
경북,일반승용,기아,EV9 GT,245,252,497,49,15
경북,일반승용,기아,EV9 롱레인지 2WD 19인치,270,278,548,54,16
경북,일반승용,기아,EV9 롱레인지 2WD 20인치,268,276,544,54,16
경북,일반승용,기아,EV9 롱레인지 4WD 19인치,254,261,515,51,15
경북,일반승용,기아,EV9 롱레인지 4WD 21인치,260,267,527,52,16
경북,일반승용,기아,EV9 롱레인지 GTL 4WD 21인치,252,259,511,50,15
경북,일반승용,기아,EV9 스탠다드,237,244,481,47,14
경북,일반승용,기아,PV5 패신저 5인승 롱레인지,458,471,929,92,28
경북,일반승용,기아,Pv5 WAV(비용 미지원),648,667,"1,315",100,30
경북,일반승용,기아,Pv5 WAV(비용 지원),448,461,909,90,27
경북,일반승용,기아,(단종)The all-new Kia Niro EV,489,503,992,98,29
경북,일반승용,기아,더뉴EV6 롱레인지 2WD 19인치,570,587,"1,157",100,30
경북,일반승용,기아,더뉴EV6 롱레인지 2WD 20인치,559,575,"1,134",100,30
경북,일반승용,기아,더뉴EV6 롱레인지 4WD 19인치,561,577,"1,138",100,30
경북,일반승용,기아,더뉴EV6 롱레인지 4WD 20인치,532,547,"1,079",100,30
경북,일반승용,기아,더뉴EV6 스탠다드,501,516,"1,017",100,30
경북,경·소형,기아,레이 EV 2WD 14인치 1인승 밴,457,516,973,91,27
경북,경·소형,기아,레이 EV 2WD 14인치 2인승 밴,457,516,973,91,27
경북,경·소형,기아,레이 EV 2WD 14인치 4인승 승용,457,516,973,91,27
경북,일반승용,메르세데스벤츠코리아,EQA 250(Facelift),190,195,385,38,11
경북,일반승용,메르세데스벤츠코리아,EQB 300 4MATIC(Facelift),154,158,312,31,9
경북,일반승용,메르세데스벤츠코리아,EQB 300 4MATIC(Facelift)(CY25/2),162,166,328,32,10
경북,일반승용,볼보자동차코리아,볼보 EX30 Single Motor ER,247,254,501,49,15
경북,일반승용,볼보자동차코리아,볼보 EX30CC Twin Motor Perf,222,228,450,44,13
경북,일반승용,비와이디코리아,(단종)BYD ATTO 3,126,129,255,25,8
경북,일반승용,비와이디코리아,(단종)BYD DOLPHIN,109,112,221,22,7
경북,일반승용,비와이디코리아,(단종)BYD DOLPHIN Active,132,135,267,26,8
경북,일반승용,비와이디코리아,(단종)BYD SEAL,169,174,343,34,10
경북,일반승용,비와이디코리아,(단종)BYD SEAL Dynamic AWD,151,155,306,30,9
경북,일반승용,비와이디코리아,(단종)BYD SEALION 7,152,156,308,30,9
경북,일반승용,케이지모빌리티,토레스 EVX 18인치,354,364,718,71,21
경북,일반승용,케이지모빌리티,토레스 EVX 18인치(2026),361,371,732,72,22
경북,일반승용,케이지모빌리티,토레스 EVX 20인치,344,354,698,69,21
경북,일반승용,케이지모빌리티,토레스 EVX 20인치(2026),354,364,718,71,21
경북,일반승용,케이지모빌리티,(단종)토레스 EVX 2WD 18인치,327,336,663,65,20
경북,일반승용,케이지모빌리티,(단종)토레스 EVX 2WD 20인치,312,321,633,62,19
경북,일반승용,테슬라코리아,Model 3 Performance,200,206,406,40,12
경북,일반승용,테슬라코리아,Model 3 Premium Long Range RWD,420,432,852,84,25
경북,일반승용,테슬라코리아,Model 3 RWD,168,173,341,34,10
경북,일반승용,테슬라코리아,Model 3 RWD(2025),168,173,341,34,10
경북,일반승용,테슬라코리아,Model Y L AWD,215,216,431,43,13
경북,일반승용,테슬라코리아,Model Y Long Range(2025),210,216,426,42,13
경북,일반승용,테슬라코리아,Model Y Premium Long Range,210,216,426,42,13
경북,일반승용,테슬라코리아,Model Y Premium RWD,170,175,345,34,10
경북,일반승용,테슬라코리아,Model Y RWD(2025),170,175,345,34,10
경북,일반승용,폭스바겐그룹코리아,ID.4 Pro,432,444,876,86,26
경북,일반승용,폭스바겐그룹코리아,Q4 45 e-tron,206,212,418,41,12
경북,일반승용,폭스바겐그룹코리아,Q4 Sportback 45 e-tron,206,212,418,41,12
경북,일반승용,폭스바겐그룹코리아,(단종)Q6 e-tron performance,220,226,446,44,13
경북,일반승용,폭스바겐그룹코리아,iD.5 Pro,473,487,960,95,29
경북,일반승용,현대자동차,ELECTRIFIED G80,270,278,548,54,16
경북,일반승용,현대자동차,ELECTRIFIED GV70 AWD 19인치,261,268,529,52,16
경북,일반승용,현대자동차,ELECTRIFIED GV70 AWD 20인치,245,252,497,49,15
경북,일반승용,현대자동차,GV60 스탠다드 2WD 19인치,285,293,578,57,17
경북,일반승용,현대자동차,GV60 스탠다드 AWD 19인치,272,280,552,54,16
경북,일반승용,현대자동차,GV60 스탠다드 AWD 20인치,261,268,529,52,16
경북,일반승용,현대자동차,더 뉴 아이오닉5 2WD 롱레인지 19인치,564,580,"1,144",100,30
경북,일반승용,현대자동차,더 뉴 아이오닉5 2WD 롱레인지 19인치 빌트인 캠 미적용,567,584,"1,151",100,30
경북,일반승용,현대자동차,더 뉴 아이오닉5 2WD 롱레인지 20인치,559,575,"1,134",100,30
경북,일반승용,현대자동차,더 뉴 아이오닉5 2WD 롱레인지 N라인 20인치,541,557,"1,098",100,30
경북,일반승용,현대자동차,더 뉴 아이오닉5 2WD 스탠다드 19인치,483,497,980,97,29
경북,일반승용,현대자동차,더 뉴 아이오닉5 AWD 롱레인지 19인치,558,574,"1,132",100,30
경북,일반승용,현대자동차,더 뉴 아이오닉5 AWD 롱레인지 20인치,532,547,"1,079",100,30
경북,일반승용,현대자동차,더 뉴 아이오닉5 AWD 롱레인지 N라인 20인치,510,525,"1,035",100,30
경북,일반승용,현대자동차,더 뉴 아이오닉6 2WD 롱레인지 18인치,570,587,"1,157",100,30
경북,일반승용,현대자동차,더 뉴 아이오닉6 2WD 롱레인지 20인치,570,587,"1,157",100,30
경북,일반승용,현대자동차,더 뉴 아이오닉6 2WD 롱레인지 N라인 20인치,570,587,"1,157",100,30
경북,일반승용,현대자동차,더 뉴 아이오닉6 2WD 스탠다드 18인치,560,576,"1,136",100,30
경북,일반승용,현대자동차,더 뉴 아이오닉6 AWD 롱레인지 18인치,570,587,"1,157",100,30
경북,일반승용,현대자동차,더 뉴 아이오닉6 AWD 롱레인지 20인치,553,569,"1,122",100,30
경북,일반승용,현대자동차,더 뉴 아이오닉6 AWD 롱레인지 N라인 20인치,537,553,"1,090",100,30
경북,일반승용,현대자동차,스타리아 라운지 일렉트릭 7인승,229,235,464,46,14
경북,일반승용,현대자동차,스타리아 리무진 일렉트릭 6인승,229,235,464,46,14
경북,일반승용,현대자동차,아이오닉6 N,250,257,507,50,15
경북,일반승용,현대자동차,아이오닉9 성능형 AWD,272,280,552,54,16
경북,일반승용,현대자동차,아이오닉9 항속형 2WD,274,282,556,55,17
경북,일반승용,현대자동차,아이오닉9 항속형 AWD,271,279,550,54,16
경북,경·소형,현대자동차,캐스퍼 일렉트릭 기본형 15인치,490,553,"1,043",98,29
경북,경·소형,현대자동차,캐스퍼 일렉트릭 크로스 17인치,487,550,"1,037",97,29
경북,경·소형,현대자동차,캐스퍼 일렉트릭 항속형 15인치,490,553,"1,043",98,29
경북,경·소형,현대자동차,캐스퍼 일렉트릭 항속형 17인치(라운지포함),490,553,"1,043",98,29
경북,일반승용,현대자동차,코나 일렉트릭 2WD 롱레인지 17인치,514,529,"1,043",100,30
경북,일반승용,현대자동차,코나 일렉트릭 2WD 롱레인지 17인치 빌트인 캠 미적용,514,529,"1,043",100,30
경북,일반승용,현대자동차,코나 일렉트릭 2WD 롱레인지 19인치,459,472,931,92,28
경북,일반승용,현대자동차,코나 일렉트릭 2WD 스탠다드 17인치,437,450,887,87,26
경북,일반승용,BMW,MINI Aceman E,400,412,812,80,24
경북,일반승용,BMW,MINI Aceman SE,400,412,812,80,24
경북,일반승용,BMW,MINI Cooper SE,396,407,803,79,24
경북,일반승용,BMW,MINI Countryman E,217,223,440,43,13
경북,일반승용,BMW,MINI Countryman SE ALL4,203,209,412,41,12
경북,일반승용,BMW,MINI JCW Aceman E,197,202,399,39,12
경북,일반승용,BMW,MINI JCW E,191,196,387,38,11
경북,일반승용,BMW,i4 M60 LCI (71HD),233,239,472,47,14
경북,일반승용,BMW,i4 eDrive 40 LCI(21HD),244,251,495,49,15
경북,일반승용,BMW,i4 eDrive 40 LCI(61HD),256,263,519,51,15
경북,일반승용,BMW,i5 eDrive 40,262,269,531,52,16
경북,일반승용,BMW,iX1 eDrive20,212,218,430,42,13
경북,일반승용,BMW,iX1 eDrive20(11HM),235,242,477,47,14
경북,일반승용,BMW,iX1 xDrive30,192,197,389,38,11
경북,일반승용,BMW,iX2 eDrive20,214,220,434,43,13
경북,일반승용,BMW,iX2 eDrive20(71GN),239,246,485,48,14
경북,일반승용,BMW,iX3 50 xDrive,275,283,558,55,17
경북,일반승용,기아,EV3 GT,248,255,503,50,15
경북,일반승용,기아,EV3 롱레인지 2WD 17인치,555,571,"1,126",100,30
경북,일반승용,기아,EV3 롱레인지 2WD 19인치,555,571,"1,126",100,30
경북,일반승용,기아,EV3 롱레인지 4WD 19인치,539,555,"1,094",100,30
경북,일반승용,기아,EV3 스탠다드 2WD,469,483,952,94,28
경북,일반승용,기아,EV4 GT,255,262,517,51,15
경북,일반승용,기아,EV4 롱레인지 2WD 17인치,555,571,"1,126",100,30
경북,일반승용,기아,EV4 롱레인지 2WD 19인치,555,571,"1,126",100,30
경북,일반승용,기아,EV4 롱레인지 4WD 19인치,554,570,"1,124",100,30
경북,일반승용,기아,EV4 롱레인지 GTL 2WD 19인치,555,571,"1,126",100,30
경북,일반승용,기아,EV4 스탠다드 2WD 17인치,512,527,"1,039",100,30
경북,일반승용,기아,EV4 스탠다드 2WD 19인치,481,495,976,96,29
경북,일반승용,기아,EV5 GT,232,238,470,46,14
경북,일반승용,기아,EV5 롱레인지 2WD,552,568,"1,120",100,30
경북,일반승용,기아,EV5 롱레인지 4WD 18인치,499,513,"1,012",100,30
경북,일반승용,기아,EV5 롱레인지 4WD 19인치,493,507,"1,000",99,30
경북,일반승용,기아,EV9 GT,245,252,497,49,15
경북,일반승용,기아,EV9 롱레인지 2WD 19인치,270,278,548,54,16
경북,일반승용,기아,EV9 롱레인지 2WD 20인치,268,276,544,54,16
경북,일반승용,기아,EV9 롱레인지 4WD 19인치,254,261,515,51,15
경북,일반승용,기아,EV9 롱레인지 4WD 21인치,260,267,527,52,16
경북,일반승용,기아,EV9 롱레인지 GTL 4WD 21인치,252,259,511,50,15
경북,일반승용,기아,EV9 스탠다드,237,244,481,47,14
경북,일반승용,기아,PV5 패신저 5인승 롱레인지,458,471,929,92,28
경북,일반승용,기아,Pv5 WAV(비용 미지원),648,667,"1,315",100,30
경북,일반승용,기아,Pv5 WAV(비용 지원),448,461,909,90,27
경북,일반승용,기아,(단종)The all-new Kia Niro EV,489,0,489,98,29
경북,일반승용,기아,더뉴EV6 롱레인지 2WD 19인치,570,587,"1,157",100,30
경북,일반승용,기아,더뉴EV6 롱레인지 2WD 20인치,559,575,"1,134",100,30
경북,일반승용,기아,더뉴EV6 롱레인지 4WD 19인치,561,577,"1,138",100,30
경북,일반승용,기아,더뉴EV6 롱레인지 4WD 20인치,532,547,"1,079",100,30
경북,일반승용,기아,더뉴EV6 스탠다드,501,516,"1,017",100,30
경북,경·소형,기아,레이 EV 2WD 14인치 1인승 밴,457,516,973,91,27
경북,경·소형,기아,레이 EV 2WD 14인치 2인승 밴,457,516,973,91,27
경북,경·소형,기아,레이 EV 2WD 14인치 4인승 승용,457,516,973,91,27
경북,일반승용,메르세데스벤츠코리아,EQA 250(Facelift),190,195,385,38,11
경북,일반승용,메르세데스벤츠코리아,EQB 300 4MATIC(Facelift),154,158,312,31,9
경북,일반승용,메르세데스벤츠코리아,EQB 300 4MATIC(Facelift)(CY25/2),162,166,328,32,10
경북,일반승용,볼보자동차코리아,볼보 EX30 Single Motor ER,247,254,501,49,15
경북,일반승용,볼보자동차코리아,볼보 EX30CC Twin Motor Perf,222,228,450,44,13
경북,일반승용,비와이디코리아,(단종)BYD ATTO 3,126,129,255,25,8
경북,일반승용,비와이디코리아,(단종)BYD DOLPHIN,109,0,109,22,7
경북,일반승용,비와이디코리아,(단종)BYD DOLPHIN Active,132,0,132,26,8
경북,일반승용,비와이디코리아,(단종)BYD SEAL,169,174,343,34,10
경북,일반승용,비와이디코리아,(단종)BYD SEAL Dynamic AWD,151,0,151,30,9
경북,일반승용,비와이디코리아,(단종)BYD SEALION 7,152,156,308,30,9
경북,일반승용,케이지모빌리티,토레스 EVX 18인치,354,364,718,71,21
경북,일반승용,케이지모빌리티,토레스 EVX 18인치(2026),361,371,732,72,22
경북,일반승용,케이지모빌리티,토레스 EVX 20인치,344,354,698,69,21
경북,일반승용,케이지모빌리티,토레스 EVX 20인치(2026),354,364,718,71,21
경북,일반승용,케이지모빌리티,(단종)토레스 EVX 2WD 18인치,327,0,327,65,20
경북,일반승용,케이지모빌리티,(단종)토레스 EVX 2WD 20인치,312,0,312,62,19
경북,일반승용,테슬라코리아,Model 3 Performance,200,206,406,40,12
경북,일반승용,테슬라코리아,Model 3 Premium Long Range RWD,420,432,852,84,25
경북,일반승용,테슬라코리아,Model 3 Premium Long Range RWD(5999만원),210,216,426,42,13
